CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
221;2602900000221;26;260290;;CASA DE SAUDE E MATERNIDADE SAO SEBASTIAO LTDA;HOSPITAL SAO SEBASTIAO;;;M;;;M ;MUNICIPAL;4;5;54505560;AVN PRESIDENTE GETULIO VARGAS;864;CENTRO;(81)35214150;-8.2826726257;-35.0339841843;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);9930330000150.0;ADM@HOSPITALSAOSEBASTIAO.COM.BR;2062.0;1.0;1.0;1.0;1.0;1.0;1.0;;NAO
7603398;2408007603398;24;240800;;FLAVIO ANTONIO LIMEIRA ME;CLINICA DE ULTRASSONOGRAFIA DR FLAVIO LIMEIRA;;;M;;;M ;MUNICIPAL;4;36;59611010;RUA PEDRO VELHO;320;SANTO ANTONIO;84 9 8706-1916;-5.1726266568;-37.3381304741;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;11264279000137.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9322213;4321809322213;43;432180;;ORAL CEF E ORAL CLEAN CLINICA ODONTOLOGICA LTDA;ORALCEF DIGITAL;;;M;;;M ;MUNICIPAL;4;22;98910000;BURICA;270;ORIENTAL;55 35351244;-27.674293;-54.1121504;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;12947620000383.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
124;2602900000124;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF SAO FRANCISCO I;;;M;;;M ;MUNICIPAL;4;2;54530591;RUA MANOEL DOMINGOS BARROS;38;SAO FRANCISCO;(81)35249185;-8.2977000249;-35.0362934052;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9118357;1300089118357;13;130008;4628020000162.0;UNIDADE BASICA DE SAUDE FLUVIAL DR OSWALDO PALHARES;UBS FLUVIAL DR OSWALDO PALHARES;;;M;;;M ;MUNICIPAL;4;32;69445000;ZONA RURAL;S/N;MUNICIPIO DE ANAMA;;-3.580090834;-61.4058494568;5.0;ATENDIMENTO COM TURNOS INTERMITENTES;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
108;2602900000108;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ALTO DOS INDIOS;;;M;;;M ;MUNICIPAL;4;2;54505560;RUA 17;80;PONTE DOS CARVALHOS;(81)35222709;-8.2327942231;-34.9900038173;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5818923;3530605818923;35;353060;;B2MJ SERVICOS MEDICOS LTDA;B2MJ SERVICOS MEDICOS LTDA;;;M;;;M ;MUNICIPAL;4;4;8780000;VEREADOR NARCISO YAGUE GUIMARAES;1145;CENTRO CIVICO;11 47398873;-23.518466;-46.182092;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22235835000163.0;AGENDAMENTODELGROSSIETORRES@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
94;2602900000094;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;MATERNIDADE PADRE GERALDO LEITE BASTOS;;;M;;;M ;MUNICIPAL;4;7;54510000;BR 101 SUL KM 23;S/N;PONTE DOS CARVALHOS;(81)35221626;-8.2323599474;-34.9772099903;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
9018832;3550309018832;35;355030;;MARIANA PEREZ MARTINEZ;CONS ODONTO MARIANA PEREZ MARTINEZ;;;M;;;M ;MUNICIPAL;4;22;3316000;RUA TIJUCO PRETO;285;TATUAPE;112296-0008;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;mari.perez.martinez@hotmail.com;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
51;2602900000051;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;POLICLINICA VICENTE MENDES;;;M;;;M ;MUNICIPAL;4;4;54520250;RUA QUARENTA E HUM;S/N;COHAB;(81)35216727;-8.2953373499;-35.0322723132;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9073175;1302609073175;13;130260;;INSTITUTO NEUROLOGICO DO AMAZONAS S S LTDA;INAM INSTITUTO NEUROLOGICO DO AMAZONAS;;;M;;;M ;MUNICIPAL;4;22;69053130;ACRE CJ VIEIRALVES;12;NOSSA SENHORA DAS GR;92 84116124;-3.1057634536;-60.0177741051;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;4911233000105.0;wam.ferreira@gmail.com;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
86;2602900000086;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;CENTRO DE SAUDE DE REFERENCIA DA MULHER I;;;M;;;M ;MUNICIPAL;4;36;54515503;RUA PREFEITO JOSE ALBERTO LIMA;17;JARDIM SANTO INACIO;(81)35246439;-8.28301;-35.035;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
8352003;4322508352003;43;432250;;LFDMCN SERVICOS DE ANESTESIOLOGIA LTDA;LFDMCN SERVICOS DE ANESTESIOLOGIA LTDA;;;M;;;M ;MUNICIPAL;4;22;95208000;AV PRES JUSCELINO K DE OLIVEIRA;7969;GERTRUDES;11-985650092;-28.5117;-50.93182;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;65813419000108.0;luis.fellipe.nunes@icloud.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
183;2602900000183;26;260290;;SOCIEDADE HOSPITALAR SAMARITANO LTDA;HOSPITAL SAMARITANO;;;M;;;M ;MUNICIPAL;4;5;54510460;RUA SEVERINO BEZERRA MARQUES;40;CENTRO;(81)35210109;-8.283999;-35.0349039;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);9934399000152.0;;2062.0;1.0;1.0;1.0;1.0;1.0;1.0;;NAO
4374541;3550304374541;35;355030;;RAIA DROGASIL S A;RAIA 1104 SP ANALIA FRANCO E;;;M;;;M ;MUNICIPAL;4;43;3355000;RUA ACURUI;352;VILA FORMOSA;(11) 3769-5736;-23.5590808;-46.5558497;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865231714.0;mabvalerio.wale@rdsaude.com.br;2046.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9991123;3552509991123;35;355250;;MARCELA ATINA FOURMOUZIS ESTEVES;MF LIFE MARCELA ATINA FOURMOUZIS ESTEVES;;;M;;;M ;MUNICIPAL;4;22;8674011;RUA BENJAMIN CONSTANT;1439;CENTRO;1128913129;-23.5463827253;-46.3140249252;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
175;2602900000175;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF SUAPE;;;M;;;M ;MUNICIPAL;4;2;54505970;RUA JOSE MIGUEL DE SANTANA;14;SUAPE;(81)35127000;-8.3542305852;-34.9551067778;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4188144;4119954188144;41;411995;;CLINICA ODONTOLOGICA DRA ALICE HELENA LTDA;CLINICA ODONTOLOGICA DRA ALICE HELENA LTDA;;;M;;;M ;MUNICIPAL;4;22;83255000;PR 412;1634;CANOAS;41995465107;-25.7732464327;-48.5165346602;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;48928772000114.0;draalicehelena@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3869695;2915803869695;29;291580;13743760000130.0;MUNICIPIO DE ITAMBE;CENTRO MUNICIPAL DE FISIOTERAPIA DR ALTERIVES MACIEL;;;D;;;D ;DUPLA;4;36;45140081;RUA JOAO RIBEIRO;S/N;CENTRO;(77)4321682;-15.243727;-40.621287;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude.itambe@hotmail.com;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
159;2602900000159;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;UAP TAPUGI;;;M;;;M ;MUNICIPAL;4;1;54505000;ENGENHO TAPUGI DE BAIXO;S/N;TAPUGI DE BAIXO;(81)35216708;-8.29181;-35.035;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
19;2602900000019;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;POLICLINICA DR JAMACI DE MEDEIROS;;;M;;;M ;MUNICIPAL;4;4;54580530;RUA 21 DE ABRIL;S/N;PONTE DOS CARVALHOS;(81)35221848;-8.23166;-34.9695991;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
132;2602900000132;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ROSARIO;;;M;;;M ;MUNICIPAL;4;2;54505560;RUA 01;12;ROSARIO;(81)35249235;-8.3120792256;-35.0172468567;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7857292;4108307857292;41;410830;;MASTERMEDFOZ CONSULTAS MEDICAS LTDA ME;MASTERMEDFOZ;;;M;;;M ;MUNICIPAL;4;22;85851000;AVENIDA BRASIL;1835;CENTRO;(045) 3028-2016;-25.5513108775;-54.5865689593;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9223063000181.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
27;2602900000027;26;260290;10930451000181.0;CASA DE SAUDE E MATERNIDADE SANTA HELENA LTDA;CASA DE SAUDE SANTA HELENA;;;M;;;M ;MUNICIPAL;4;5;54505560;AVN PRESIDENTE GETULIO VARGAS;428;CENTRO;(81)35210355;-8.2801925142;-35.0314371459;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10930451001153.0;;2062.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
140;2602900000140;26;260290;11294402000162.0;PEFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF JUSSARAL;;;M;;;M ;MUNICIPAL;4;2;54505560;ESTRADA DA VITORIA;S/N;JUSSARAL;(81)33023022;-8.2173613354;-35.2296342409;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5558719;3106205558719;31;310620;;PERFORMANCE E SIMETRIA STUDIO DE PILATES LTDA;PERFORMANCE E SIMETRIA;;;M;;;M ;MUNICIPAL;4;36;31035560;RUA CONSELHEIRO LAFAIETE;2034;SAGRADA FAMILIA;31987052636;-19.9007322;-43.9234794;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;13280373000105.0;dricafri@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3048071;5300103048071;53;530010;;ODONTOSERV SERVICOS ODONTOLOGICOS LTDA;ODONTOSERV;;;E;;;E ;ESTADUAL;4;22;70100000;C1 LOTES 112 SALA 206;;TAGUATINGA CENTRO;(61)5612231;;;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;5413529000150.0;mfl68@bsbtecnologia.com.br;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
35;2602900000035;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;HOSPITAL MENDO SAMPAIO;;;M;;;M ;MUNICIPAL;4;5;54535430;BR 101 SUL KM 33;S/N;CHARNECA;(81)35210857;-8.29221434;-35.0481980206;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);11294402000243.0;;1244.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
43;2602900000043;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;POLICLINICA DR MANUEL GOMES;;;M;;;M ;MUNICIPAL;4;4;54510360;AV HISTORIADOR PEREIRA COSTA;S/N;CENTRO;(81)35216723;-8.28765;-35.035;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
213;3205300000213;32;320530;;FISIO FITNESS CENTRO INTEGRADO DE SAUDE LTDA;FISIO FITNESS CENTRO INTEGRADO DE SAUDE LTDA;;;M;;;M ;MUNICIPAL;4;39;29090210;JULIA LACOURT PENNA;787;JARDIM CAMBURI;27 -30259827;-20.2588656032;-40.2686047554;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10795306000216.0;fisio.fitness@hotmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
