CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
2186;2800300002186;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;CEMAR SIQUEIRA CAMPOS;;;M;;;M ;MUNICIPAL;4;36;49075000;RUA BAHIA;S/N;SIQUEIRA CAMPOS;7937110900;-10.9160359819;-37.0708751678;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude@aracaju.se.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3379;2800300003379;28;280030;;SERVICO DE ASSISTENCIA E MOVIMENTO DE EDUCACAO;SAME;;;M;;;M ;MUNICIPAL;4;1;49066480;PRACA TOMAZ CRUZ;794;INDUSTRIAL;(79) 2155120;-10.9107475125;-37.0729780197;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13034517000143.0;same@infonet.com.br;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4350065;3550304350065;35;355030;;B CLINIC ODONTOLOGIA E ESTETICA LTDA;B CLINIC ODONTOLOGIA E ESTETICA;;;M;;;M ;MUNICIPAL;4;22;3117000;RUA DO ORATORIO;287;MOOCA;;-23.5570311925;-46.5976629383;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49750430000110.0;biaczeck@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2720;2800300002720;28;280030;;LACLIN LABORATORIO CLINICO LTDA;LACLIN;;;M;;;M ;MUNICIPAL;4;4;49015090;DOM JOSE THOMAZ;565;SAO JOSE;;-10.9210155;-37.0491521;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13355995000155.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
1503;2611600001503;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 179 USF MAIS ALTO DO CEU;;;M;;;M ;MUNICIPAL;4;2;52130150;RUA CAPITAO SALGUEIRO;267;PORTO DA MADEIRA;(81) 33556206/6598;-8.0097;-34.8915;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2097;2611600002097;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 183 USF SITIO DOS MACACOS;;;M;;;M ;MUNICIPAL;4;2;52171215;ESTRADA DOS MACACOS;47;GUABIRABA;(81) 33550214;-7.9942;-34.9395;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9048626;5107909048626;51;510790;;EMMYLINE PERIN DE PAULA;EMMYLINE PERIN DE PAULA NUTRICIONISTA;;;M;;;M ;MUNICIPAL;4;22;78556220;RUA DAS NINFEIAS;177;JD MARINGA II;;-11.8630670731;-55.5234539509;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2426765;2301202426765;23;230120;7387392000132.0;PREF M ARACOIABA;UNIDADE BASICA DE SAUDE DE JAGUARAO;;;M;;;M ;MUNICIPAL;4;2;62750000;RUA CENTRAL;S/N;JAGUARAO;33375517;-4.4651922089;-38.7546157837;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;felipealoi3@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3115;2800300003115;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;US AVILA NABUCO MEDICI;;;M;;;M ;MUNICIPAL;4;2;49048100;RUA O;S/N;LUZIA;(79)3179-7077;-10.9412075942;-37.0726829767;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2702916;3302402702916;33;330240;29115474000160.0;MUNICIPIO DE MACAE;ESF AJUDA B;;;M;;;M ;MUNICIPAL;4;2;27910000;ESTRADA DO INCRA;S/N;AJUDA DE BAIXO;;-22.3224717;-41.753866;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;esf.ajudab@macae.rj.gov.br;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
5869684;3550305869684;35;355030;;CLINICA CIRURGICA DR MAURO SAKIYAMA SS;CLINICA CIRURGICA DR MAURO SAKIYAMA;;;M;;;M ;MUNICIPAL;4;22;3081003;RUA TUIUTI;2530;TATUAPE;11 99469-0893;-23.547688;-46.574202;5.0;ATENDIMENTO COM TURNOS INTERMITENTES;3728908000104.0;clinica.sakiyama@gmail.com;2232.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
1511;2611600001511;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 184 USF VILA UNIAO;;;M;;;M ;MUNICIPAL;4;2;50680280;RUA NOVA ALIANCA;S/N;IPUTINGA;(81) 33554716;-8.0305654;-34.9333551;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2704;2800300002704;28;280030;;CLIMEDI CLINICA DE MEDICINA NUCLEAR ENDOCRINOLOGIA E DIABE;CLIMEDI;;;M;;;M ;MUNICIPAL;4;4;49015040;BARAO DE MAROIM;570;CENTRO;;-10.914142;-37.055453;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13158985000120.0;;2232.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9581219;3554109581219;35;355410;;M A MONTANHA RUGGERI LABORATORIO;PERSONAL LAB;;;M;;;M ;MUNICIPAL;4;39;12030440;RUA GRECIA;180;JARDIM DAS NACOES;12 3624-1570;-23.0290903381;-45.5725829868;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17271469000249.0;sac@labpersonal.com.br;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
7134487;4106907134487;41;410690;;KARLA MELISSA FRANCA;KARLA MELISSA FRANCA;;;M;;;M ;MUNICIPAL;4;22;82840320;RUA RIO GUAPORE;784;BAIRRO ALTO;41-33112565;-25.4011087827;-49.2045986652;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;karlamelissafranca@pop.com.br;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;NAO
8244391;3151808244391;31;315180;;DROGARIA MOREIRA E ALVES MOREIRA LTDA;DROGAPHARMA;;;M;;;M ;MUNICIPAL;4;43;37706146;GENTIL CASSARO;314;JARDIM PARAISO;35 37221330;-21.8243104424;-46.5568211205;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;13678808000174.0;DROGAPHARMA2012@HOTMAIL.COM;2062.0;;;;;0.0;0.0;;NAO
706922;4115200706922;41;411520;;ODONTOCOB CLINICAS ODONTOLOGICAS DO BRASIL LTDA;ODONTOCOB;;;M;;;M ;MUNICIPAL;4;36;87013230;XV DE NOVEMBRO;255;ZONA 01;44 32227539;-23.4241368905;-51.9349721074;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5697419000168.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1341;2611600001341;26;261160;;CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO LTDA;CLINICA RADIOLOGICA NOSSA SENHORA DO CARMO;;;M;;;M ;MUNICIPAL;4;39;50610240;RUA 19 DE NOVEMBRO;48;MADALENA;(81) 3227-7971-32283;-8.0128779;-34.8745569;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;8734790000140.0;clinicansc@gmail.com / renatamtg@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5353629;2104805353629;21;210480;6377063000148.0;MUNICIPIO DE GRAJAU;UBS ALODI CAMARA LEDA MANGUEIRA;;;M;;;M ;MUNICIPAL;4;2;65940000;RUA LEAO FIGUEREDO;S/N;RODOVIARIO;;-5.451245;-46.651248;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smsgrajau@hotmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6317324;5100206317324;51;510020;;VIVIANE M P LOPES BOLSON ME;CRO CLINICA DE RADIOLOGIA E ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;22;78635000;AV NORBERTO SCHWANTES;245;CENTRO;(66)3468-3726;-14.054869;-52.158019;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10857807000107.0;vivilopes_2@msn.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
492043;1100200492043;11;110020;;J S J SERVICOS MEDICOS LTDA;JSJ SERVICOS MEDICOS VASCULAR;;;M;;;M ;MUNICIPAL;4;22;76801254;RUA TENREIRO ARANHA;2948;OLARIA;69 32243721;-8.7582303281;-63.9015752077;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;37838579000176.0;martamoreira68@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9056432;4127709056432;41;412770;;BECK E DE CARLI CLINICA ODONTOLOGICA LTDA ME;LA SANTE ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;22;85903390;RUA VICENTE ROOS;157;JD COOPAGRO;3252-5126;-24.7165299836;-53.7663120031;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;24604913000185.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
345;2602900000345;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ALTO DO PIRES;;;M;;;M ;MUNICIPAL;4;2;54510390;1 TRAV DO CRUZEIRO;S/N;PONTE DOS CARVALHOS;(81)35222723;-8.2330347453;-34.9837008036;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
27;2602900000027;26;260290;10930451000181.0;CASA DE SAUDE E MATERNIDADE SANTA HELENA LTDA;CASA DE SAUDE SANTA HELENA;;;M;;;M ;MUNICIPAL;4;5;54505560;AVN PRESIDENTE GETULIO VARGAS;428;CENTRO;(81)35210355;-8.2801925142;-35.0314371459;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10930451001153.0;;2062.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
1430;2611600001430;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 129 AMEM AMBULATORIO ESPECIALIZADO DA MULHER;;;M;;;M ;MUNICIPAL;4;36;52050150;RUA PADRE ROMA;190;TAMARINEIRA;(81) 33552750/2769/;-8.0337166;-34.9053347;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7078625;2108407078625;21;210840;41611856000180.0;PREFEITURA MUNICIPAL DE PERI MIRIM;UNIDADE BASICA DE SAUDE SIBELE PENHA;;;M;;;M ;MUNICIPAL;4;2;65245000;POVOADO JUSSARAL;S/N;ZONA RURAL;9882874183;-2.568699;-44.831709;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;money.chrystian@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6255132;3553706255132;35;355370;;UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLOGICA;UNIODONTO TAQUARITINGA;;;M;;;M ;MUNICIPAL;4;4;15900049;RUA CAMPOS SALES;581;CENTRO;;-21.40796;-48.50318;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;1902941000183.0;uniodonto@terra.com.br;2143.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1392;2611600001392;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 148 USF MAIS DOM MIGUEL DE LIMA VALVERDE;;;M;;;M ;MUNICIPAL;4;2;51030450;RUA FELICIANO JOSE DE FARIAS;195;BOA VIAGEM;(81)3355-0061;-8.1331352;-34.9047626;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;distsanitario6@recife.pe.gov.b;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2259;2800300002259;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;US MARIA DO CEU SANTOS PEREIRA;;;M;;;M ;MUNICIPAL;4;2;49010160;RUA MARUIM;198;CENTRO;3179-1374;-10.9145955679;-37.049687318;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7572700;3132107572700;31;313210;18283101000182.0;PREFEITURA MUNICIPAL DE ITACARAMBI;UBS SORAIA DURAES FERREIRA;;;M;;;M ;MUNICIPAL;4;2;39470000;AVENIDA DO CONTORNO;463;SAO JOSE;;-15.1036056;-44.1009532;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;regulacao.itac@yahoo.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1627;2611600001627;26;261160;;CLINICA RADIOLOGICA SANTO ANTONIO LTDA;CLINICA RADIOLOGICA SANTO ANTONIO;;;M;;;M ;MUNICIPAL;4;39;50100080;RUA DR CARLOS CHAGAS;92;SANTO AMARO;(81) 3231-0052;-8.054;-34.881;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;11244357000131.0;;2240.0;;;;;1.0;0.0;8.0;NAO
329;2602900000329;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;CAPS ESTACAO CIDADANIA;;;M;;;M ;MUNICIPAL;4;70;54510450;RUA AMARO PEREIRA CAVALCANTE;188;CENTRO;(81)35216672;-8.28428014;-35.0335050148;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1106899;3550301106899;35;355030;;JOSE ELIAS GIANNINI;JOSE ELIAS GIANNINI;;;M;;;M ;MUNICIPAL;4;22;4707051;R ANDREA PAULINETTI;297;BROOKLIN;;-23.6265905;-46.6910724;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
469;2931350000469;29;293135;;AMORSAUDE ESPECIALIDADES MEDICAS E ODONTOLOGICAS LTDA;AMORSAUDE;;;M;;;M ;MUNICIPAL;4;36;45992000;PRESIDENTE GETULIO VARGAS;3777;SAO LOURENCO;27 33713209;-17.5378029617;-39.7419476509;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;35369371000120.0;simone@giuriatocontabilidade.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1961;2611600001961;26;261160;;OFTALMO CENTRO DE OFTALMOLOGISTAS ASSOCIADOS DE PE LTDA EP;OFTALMO;;;M;;;M ;MUNICIPAL;3;36;50070565;RUA FRANCISCO ALVES;191;PAISSANDU;8134232734 3314-2440;-8.0679162;-34.8929816;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10896785000348.0;oftalpeadm@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3158;2800300003158;28;280030;13128780000878.0;SECRETARIA MUNICIPAL DE SAUDE ARACAJU;CAPS III LIBERDADE;;;M;;;M ;MUNICIPAL;4;70;49075190;RUA DISTRITO FEDERAL;1012;SIQUEIRA CAMPOS;79 31793873/3872;-10.9153643936;-37.0729994774;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244.0;0.0;0.0;0.0;0.0;1.0;1.0;;SIM
5529891;3510505529891;35;351050;;ILKA YUMI NAKAMURA;ILKA YUMI NAKAMURA;;;M;;;M ;MUNICIPAL;4;22;11660660;AVENIDA BAHIA;341;JARDIM PRIMAVERA;38839550;;;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;ilkanakamura@gmail.com;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
2917;2800300002917;28;280030;;CLINICA DE OLHOS SANTA LUZIA LTDA;CLINICA DE OLHOS SANTA LUZIA LTDA;;;M;;;M ;MUNICIPAL;4;36;49035190;AV ANIZIO AZEVEDO;675;GRAGERU;(79) 2462000;-10.9277541471;-37.0544584044;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;345936000154.0;;2062.0;1.0;0.0;0.0;1.0;1.0;0.0;;NAO
7523408;2604107523408;26;260410;;MARIA NATHALIA GOMES DA COSTA;CONSULTORIO DE ODONTOLOGIA DR NATHALIA GOMES;;;M;;;M ;MUNICIPAL;4;22;55012290;AV AGAMENOM MAGALHAES;548;MAURICIO DE NASSAU;37214755;-8.2716096314;-35.9751176834;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9073175;1302609073175;13;130260;;INSTITUTO NEUROLOGICO DO AMAZONAS S S LTDA;INAM INSTITUTO NEUROLOGICO DO AMAZONAS;;;M;;;M ;MUNICIPAL;4;22;69053130;ACRE CJ VIEIRALVES;12;NOSSA SENHORA DAS GR;92 84116124;-3.1057634536;-60.0177741051;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;4911233000105.0;wam.ferreira@gmail.com;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9434917;3549409434917;35;354940;;ECAMEST EMPRESA DE CONSULTORIA E ASSESSORIA EM MEDICINA E;ECAMEST EMPRESA DE CONSULTORIA E ASSESSORIA EM MEDICINA E;;;M;;;M ;MUNICIPAL;4;22;14600000;SAO BENEDITO;450;CENTRO;16 38181234;-20.5890006457;-47.8619384766;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;1013181000153.0;taffer@netsite.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1686;2611600001686;26;261160;;CLINICA DE PULMOES LTDA;CLINICA DE PULMOES DR MANOEL SALGADO;;;M;;;M ;MUNICIPAL;4;36;50100130;R ARNOBIO MARQUES;253;SANTO AMARO;3221-5121-32212986;-8.048025;-34.8879183;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;11515715000101.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9726799;5300109726799;53;530010;;R P DE ARAUJO CONSULTORIA E ASSESSORIA NUTRICIONAL;RENO ARAUJO NUTRICAO PERSONALIZADA;;;E;;;E ;ESTADUAL;4;22;70830301;SGAN 607 CONJUNTO A BLOCO A CONSULTORIO;113;ASA NORTE;61 33493885;-15.765277;-47.875711;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32574505000156.0;RENONUTRICAO@GMAIL.COM;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5094828;3537305094828;35;353730;;PETRA CARVALHO CONSULTORIO DE PSICOLOGIA LTDA;PETRA CARVALHO;;;M;;;M ;MUNICIPAL;4;22;16300065;TREZE DE MAIO;57;CENTRO;18 96203512;-21.42172999;-50.0664814804;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;59004836000107.0;PETRANATANAELLY@OUTLOOK.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1136577;3304551136577;33;330455;;CHRISTINA MARTINS DE SOUZA;CHRISTINA MARTINS DE SOUZA;;;M;;;M ;MUNICIPAL;4;22;22020001;AVENIDA NOSSA SENHORA DE COPACABANA;330;COPACABANA;;-22.9700994698;-43.1858003867;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;Chris.souzanutri@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
388;2602900000388;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF SAO FRANCISCO III;;;M;;;M ;MUNICIPAL;4;2;54525180;RUA 28;62;SAO FRANCISCO;(81)35216728;-8.3019948062;-35.0358240089;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
973;1302600000973;13;130260;;CAMILA BANDEIRA SERVICOS MEDICOS LTDA;ENDOCLINIC;;;E;;;E ;ESTADUAL;4;4;69050010;DJALMA BATISTA;1719;CHAPADA;92 84109942;-3.0914355;-60.0242362;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;19898440000136.0;CONTATO.ENDOCLINIC@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3179532;4115203179532;41;411520;;CLINICA DE OLHOS PARANA S S;CLINICA DE OLHOS PARANA;;;M;;;M ;MUNICIPAL;4;22;87014100;RUA JOAQUIM NABUCO;657;ZONA 04;44 32254059;-23.4253010144;-51.9505128264;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;3487462000173.0;;2232.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
