CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
8028;3534400008028;35;353440;46523171000104.0;PREFEITURA DO MUNICIPIO DE OSASCO;HOSPITAL MUNICIPAL ANTONIO GIGLIO;;;M;;;M ;MUNICIPAL;4;5;6013070;RUA PEDRO FIORETTI;48;CENTRO;(11)2183-9333;-23.53232235;-46.7771277288;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);46523171000368.0;;1244.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
624616;4318800624616;43;431880;;IUPPEN ANESTESIOLOGISTAS LTDA;IUPPEN ANESTESIOLOGISTAS;;;M;;;M ;MUNICIPAL;4;22;96170000;ALMIRANTE DE ABREU;522;CENTRO;53 32511609;-31.3640445415;-51.9790434837;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40308460000104.0;iuppenanestesiologistas@hotmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
4661869;3519074661869;35;351907;;ASSOCIACAO APRENDER PARA A VIDA;ASSOCIACAO APRENDER PARA A VIDA;;;M;;;M ;MUNICIPAL;4;4;13186625;FRANCISCO GARCIA;445;PARQUE GABRIEL;19 96069185;-22.8584403771;-47.2210407257;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;19370115000104.0;APRENDERPARAAVIDA@GMAIL.COM;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3654;5300100003654;53;530010;;GABRIELE DANTAS ATENDIMENTO PSICOLOGICO EIRELI;CLINICA LOTUS;;;E;;;E ;ESTADUAL;4;22;71950770;Q QS 1 RUA 210;34;AREAL AGUAS CLARAS;99277684;-15.840157;-48.044091;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;35557855000100.0;CONTABIL.CLINICALOTUS@GMAIL.COM;2305.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
9327363;1400709327363;14;140070;394544003281.0;MINISTERIO DA SAUDE;POSTO DE SAUDE INDIGENA CAXIRIMA;;;M;;;M ;MUNICIPAL;4;72;69358000;COMUNIDADE INDIGENA CAXIRIMA;S/N;RURAL;;4.596;-60.168;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1015.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
16039;4106900016039;41;410690;;LABORATORIO DE ANAL CLIN N SRA DA LUZ SC LTDA;LABORATORIO N SRA DA LUZ;;;M;;;M ;MUNICIPAL;4;39;80020910;RUA MAL DEODORO;503;CENTRO;(41)2329133;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;76717891000163.0;;2240.0;;;;;0.0;0.0;6.0;NAO
4723694;3524304723694;35;352430;;VIVIANE MARTINS DEL VECCHIO RECHE LTDA;VIVIANE MARTINS DEL VECCHIO RECHE LTDA;;;M;;;M ;MUNICIPAL;4;22;14870540;AV LIBERO BADARO;440;CENTRO;16 92059505;-21.2551342248;-48.3239865303;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;51409517000170.0;VIVIANEDELVECCHIO@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
16500;4106900016500;41;410690;;INSTITUTO DO RIM DO PARANA LTDA;INSTITUTO DO RIM;;;M;;;M ;MUNICIPAL;4;36;80250070;BUENOS AIRES;792;BATEL;41 33119400;-25.4442336;-49.2775995;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;72442437000196.0;CONTATO@RIM-ONLINE.COM.BR;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7782381;3162507782381;31;316250;17749896000109.0;PREFEITURA MUNICIPAL DE SAO JOAO DEL REI;UBS ESF COHAB;;;M;;;M ;MUNICIPAL;4;2;36302176;RUA URANIO;5;COHAB;3372-6212;-21.1156692;-44.2229646;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
2933;2800300002933;28;280030;;CECLIN CENTRO CLINICO E PULMONAR LABORATORIAL LTDA;CECLIN;;;M;;;M ;MUNICIPAL;4;4;49020250;RUA LAURA FONTES;227;TREZE DE JULHO;(79) 33027316 -17-18;-10.9288219727;-37.0508412333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32869661000144.0;ceclin@infonet.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3859185;4106903859185;41;410690;;MARLIS MARIA VON BATHEN;MARLIS MARIA VON BATHEN;;;M;;;M ;MUNICIPAL;4;22;80530901;AVN CANDIDO DE ABREU;140;CENTRO CIVICO;41-32244593;-25.4231994;-49.2697294;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;NAO
3352;2800300003352;28;280030;;CENTRO DE TRAUMATO ORTOPEDIA LTDA;CTO;;;M;;;M ;MUNICIPAL;4;4;49065000;PRACA PRINCESA IZABEL;40;SANTO ANTONIO;(79)2154592;-10.9047661978;-37.0539781468;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;13179841000150.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
874132;4113700874132;41;411370;;THELMA DEL COR D DE MELLO;CLINICA DA PONTE;;;M;;;M ;MUNICIPAL;4;22;86020911;HIGIENOPOLIS;1100;CENTRO;21 81237477;-23.3138827078;-51.1578154564;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;33713024000147.0;thelma@clinicadaponte.com.br;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2369842;2202202369842;22;220220;2439877000109.0;SMS DE CAMPO MAIOR;POSTO DE SAUDE CORREDORES;;;M;;;M ;MUNICIPAL;4;1;64280000;CORREDORES;S/N;ZONA RURAL;;-5.1007970635;-42.0342063904;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1031.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
4121155;4314404121155;43;431440;;ALER LIMA SERVICOS MEDICOS LTDA;DR ALER LIMA;;;M;;;M ;MUNICIPAL;4;22;96090040;ARTHUR AUGUSTO ASSUMPCAO;770;LARANJAL;53 33026397;-31.7672144;-52.236499;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49618732000139.0;REGISTROS@MARCOSAMIR.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
7042183;2916107042183;29;291610;13882949000104.0;PREFEITURA MUNICIPAL DE ITAPARICA;CENTRAL MUNICIPAL DE REGULACAO DE ITAPARICA;;;M;;;M ;MUNICIPAL;4;81;44460000;AVENIDA LOMANTO JUNIOR;S/N;ALTO DO SANTO ANTONI;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;8.0;SIM
280585;1100200280585;11;110020;;PLURAL FARMA IMIGRANTES COMERCIO DE MEDICAMENTOS LTDA;PLURAL FARMA;;;M;;;M ;MUNICIPAL;4;43;76821300;AVENIDA PREFEITO CHIQUILITO ERSE;4272;RIO MADEIRA;69 32217212 32251603;-8.7375948896;-63.8784277439;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;33115711000160.0;cordeiro-pvh@hotmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
12599;3303300012599;33;330330;32556060000181.0;FUNDACAO MUNICIPAL DE SAUDE;HOSPITAL GETULIO VARGAS FILHO;;;M;;;M ;MUNICIPAL;3;7;24130616;TEIXEIRA DE FREITAS;S/N;FONSECA;;-22.8809841518;-43.0786639452;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);32556060002800.0;;1155.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
11371;5300100011371;53;530010;394700000108.0;LABORATORIO CENTRAL DE SAUDE PUBLICA DO DISTRITO FEDERAL;LACEN DF;;;E;;;E ;ESTADUAL;4;80;70830010;SGAN QUADRA 601 LOTES O P;000;ASA NORTE;(61)34494537;-15.7845724625;-47.8711384535;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;lacen.df@saude.df.gov.br;1023.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6273343;3515406273343;35;351540;;ROBERTO YOSHIHIRO DOS SANTO MURAI;CONSULTORIO DE OFTALMOLOGIA DR ROBERTO MURAI;;;M;;;M ;MUNICIPAL;4;22;18870017;FLORIANO PEIXOTO;157;CENTRO;14 33821576;-23.3888415995;-49.5084500313;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
12645;3303300012645;33;330330;32556060000181.0;POLICLINICA REGIONAL DO BARRETO DR JOAO DA SILVA VIZELLA;POLICLINICA REGIONAL DO BARRETO DR JOAO DA SILVA VIZELLA;;;M;;;M ;MUNICIPAL;4;4;24110310;RUA DR LUIZ PALMIER;726;BARRETO;(21) 2719-6881;-22.8650739042;-43.0993571877;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32556060001668.0;prbdirecao@gmail.com;1155.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4970349;3163704970349;31;316370;;CLINICA DRA JULIANA ANTUNES LTDA;DRA JULIANA ANTUNES;;;M;;;M ;MUNICIPAL;4;22;37470000;MELO VIANA;91;CENTRO;;-22.117747569;-45.0539875031;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58579661000101.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
8532;3547800008532;35;354780;46522942000130.0;PREFEITURA MUNICIPAL DE SANTO ANDRE;UBS UTINGA;;;M;;;M ;MUNICIPAL;4;2;9220120;ALAMEDA MEXICO;S/N;VILA METALURGICA;(11) 4435-1376;-23.6263482;-46.5334471;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
8397;3534400008397;35;353440;46523171000104.0;PREFEITURA DO MUNICIPIO DE OSASCO;UBS ODUVALDO MAGLIO;;;M;;;M ;MUNICIPAL;4;2;6028030;RUA ANSELMO PEDRO DE MEDEIROS;77;CAMPESINA;(11)36543110;-23.5449270602;-46.7634558678;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1106899;3550301106899;35;355030;;JOSE ELIAS GIANNINI;JOSE ELIAS GIANNINI;;;M;;;M ;MUNICIPAL;4;22;4707051;R ANDREA PAULINETTI;297;BROOKLIN;;-23.6265905;-46.6910724;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5881978;5208705881978;52;520870;;FDR SERVICOS MEDICOS DE ANESTESIA LTDA;FDR ANESTESIA;;;M;;;M ;MUNICIPAL;4;22;74210005;AVENIDA T 2 COND;471;SETOR BUENO;;-16.6924343985;-49.2741966248;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;58974546000123.0;auxcontabil@contabilidadeinterativa.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4220498;3146204220498;31;314620;;ASSOCIACAO DE APOIO E PROMOCAO SOCIAL;SALA DE ENFERMAGEM AAPS;;;M;;;M ;MUNICIPAL;4;22;39855000;BOA ESPERANCA;S/N;CENTRO;33 35271410;-18.06885;-41.26534;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;8651834000179.0;gizaovcontabil@bol.com.br;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
12513;3303300012513;33;330330;32556060000181.0;FUNDACAO MUNICIPAL DE SAUDE;HOSPITAL MUNICIPAL CARLOS TORTELLY;;;M;;;M ;MUNICIPAL;4;5;24070090;ATHAYDE PARREIRAS;266;NITEROI;(21) 2729-9342;-22.8939175769;-43.1103783846;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);32556060002397.0;;1155.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
6998;2927400006998;29;292740;13927801000572.0;SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR;UBS DE ENGOMADEIRA;;;M;;;M ;MUNICIPAL;4;2;41200510;RUA DIRETA DA ENGOMADEIRA;S/N;ENGOMADEIRA;3202-0656;-12.9499993062;-38.4604418278;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsengomadeira@salvador.ba.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
16640;4307900016640;43;430790;;CAROLINE CECCONELLO FISIOTERAPEUTA LTDA;CAROLINE CECCONELLO FISIOTERAPEUTA LTDA;;;M;;;M ;MUNICIPAL;4;22;95170484;RUA DA REPUBLICA;425;CENTRO;;-29.22792;-51.3454;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;35874383000101.0;carolcecconello@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
15849;4106900015849;41;410690;;CLINICA DE IMAGEM SONAR S S;ECOGRAFIA SONAR;;;M;;;M ;MUNICIPAL;4;39;80320300;PRESIDENTE ARTHUR DA SILVA BERNARDES;1808;PORTAO;41 32435833;-25.4676145076;-49.2989201;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;40210940000120.0;;2240.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
3989984;4311403989984;43;431140;;GUNTER GAUBY FLEISCHHUT;GUNTER GAUBY FLEISCHHUT;;;M;;;M ;MUNICIPAL;4;22;95900022;RUAS JULIO DE CASTILHO;966;CENTRO;(51)3714-2268;-29.467;-51.961;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;NAO
4839;2927400004839;29;292740;13927801000572.0;SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR;UBS PROF JOSE MARIANE;;;M;;;M ;MUNICIPAL;4;2;41635152;AV DORIVAL CAYME;S/N;ITAPOAN;(71) 3202-1687;-12.9361343191;-38.3599072695;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;josemariane@gmail.com/ubs.profjosemariane@salvador.ba.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3710289;3550303710289;35;355030;;MANOEL MARTIN FILHO;CLINICA ESPEC MANOEL MARTIN FILHO;;;M;;;M ;MUNICIPAL;4;22;4524001;ALAMEDA DOS ARAPANES;881;MOEMA;(11)50553574;-23.6053704;-46.6655051;2.0;ATENDIMENTO SOMENTE A TARDE;;manoelmartin@ajato.com.br;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
132;2602900000132;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ROSARIO;;;M;;;M ;MUNICIPAL;4;2;54505560;RUA 01;12;ROSARIO;(81)35249235;-8.3120792256;-35.0172468567;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3208311;4106903208311;41;410690;;FRANCIELLE ABIB;FRANCIELLE ABIB;;;M;;;M ;MUNICIPAL;4;22;80250200;AVN SILVA JARDIM;2042;AGUA VERDE;(41)30146505;-25.4444637;-49.2802152;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;fran@cme.curitiba.com.br;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;NAO
5750539;3304555750539;33;330455;;NUTRI FOFO COMERCIO E SERVICOS DE NUTRICAO LTDA;NUTRI FOFO;;;M;;;M ;MUNICIPAL;4;22;22640907;AV DAS AMERICAS;4200;BARRA DA TIJUCA;21 2290-1699;-22.99935;-43.35274;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;37811712000109.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2276240;3303702276240;33;330370;29138385000806.0;MUNICIPIO DE PARAIBA DO SUL;VIGILANCIA AMBIENTAL;;;M;;;M ;MUNICIPAL;4;50;25850000;RUA JOSE LUIZ LOPES;66;GRAMA;24 2263 4751;-22.1604659;-43.3335966;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;;SIM
13714;4104000013714;41;410400;76105600000186.0;MUNICIPIO DE CAMPINA GRANDE DO SUL;UNIDADE DE SAUDE JACIRA PAULINA BALBINO FERREIRA;;;M;;;M ;MUNICIPAL;4;2;83439021;LUIZA ZANONA DALLAGRANA;S/N;PAIOL DE BAIXO;4131627144;-25.21945;-48.90212;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;cnes@pmcgs.pr.gov.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5827;2927400005827;29;292740;;COST CLINICA DE OLHOS SAO THOMAZ LTDA EPP;COST;;;M;;;M ;MUNICIPAL;4;36;40080001;AV SETE DE SETEMBRO ED CENTER VILLE;675;PIEDADE;(71) 3329-5755;-12.981814756;-38.5148048401;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;14040711000285.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
10464;5300100010464;53;530010;394700000108.0;HOSPITAL REGIONAL DA ASA NORTE;HRAN;;;E;;;E ;ESTADUAL;5;5;70710100;SMHN QUADRA;101;PLANO PILOTO;61 3254300;-15.7857462;-47.8827625;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);394700001260.0;;1023.0;1.0;1.0;1.0;1.0;1.0;1.0;;SIM
792616;2927400792616;29;292740;;H G C COMERCIO VAREJISTA DE REMEDIO LTDA;FARMACIA ULTRA POPULAR;;;M;;;M ;MUNICIPAL;4;43;40230680;SERGIO DE CARVALHO;26;FEDERACAO;71 33341460;-12.9937066042;-38.5072302818;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23647000000183.0;bettocontabil@superig.com.br;2062.0;;;;;0.0;0.0;;NAO
7189494;2113007189494;21;211300;6018568000116.0;UNIDADE MOVEL ODONTOLOGICA;UNIDADE MOVEL ODONTOLOGICA UOM;;;M;;;M ;MUNICIPAL;4;40;65320000;RUA DA PAZ;35;CENTRO;9836552747;-4.288098;-45.248327;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
8524;3547800008524;35;354780;46522942000130.0;PREFEITURA MUNICIPAL DE SANTO ANDRE;UBS PARANAPIACABA;;;M;;;M ;MUNICIPAL;4;2;9150050;AVENIDA FFORD;S/N;PARANAPIACABA;(11 )4422-9506;-23.776998;-46.2989579;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
15741;4106900015741;41;410690;;GANDHI ATENDIMENTO DOMICILIAR HOSPITALAR INTEGRADO LTDA;CLINICA GANDHI;;;M;;;M ;MUNICIPAL;4;4;82210000;AVN ANITA GARIBALDI;2565;SAO LOURENCO;41 33549000;-25.3905830277;-49.2608249584;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;79797247000130.0;adm.clinicagandhi@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
12343;2704300012343;27;270430;;DILAB DIAGNOSTICO LABORATORIAL S S LTDA EPP;DILAB LABORATORIO;;;M;;;M ;MUNICIPAL;4;39;57051150;RUA COMENDADOR PALMEIRA;227;FAROL;(82) 3021 1331;-9.6612594;-35.737223;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;1864858000833.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3448657;3524303448657;35;352430;;RF CLINICA MEDICA SS LTDA;RF CLINICA MEDICA SS LTDA;;;M;;;M ;MUNICIPAL;4;22;14887900;R ARISTIDES BELLODI;100;JD SAO MARCOS;(16)32041444;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;3627697000113.0;;2000.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
3711803;3524103711803;35;352410;;LUCIANE ORLANDI COLLUS DOS SANTOS;LUCIANE ORLANDI COLLUS DOS SANTOS;;;M;;;M ;MUNICIPAL;3;22;14500000;RUA JOAO JOSE PAULA;570;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
