CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
7572700;3132107572700;31;313210;18283101000182.0;PREFEITURA MUNICIPAL DE ITACARAMBI;UBS SORAIA DURAES FERREIRA;;;M;;;M ;MUNICIPAL;4;2;39470000;AVENIDA DO CONTORNO;463;SAO JOSE;;-15.1036056;-44.1009532;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;regulacao.itac@yahoo.com.br;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7857292;4108307857292;41;410830;;MASTERMEDFOZ CONSULTAS MEDICAS LTDA ME;MASTERMEDFOZ;;;M;;;M ;MUNICIPAL;4;22;85851000;AVENIDA BRASIL;1835;CENTRO;(045) 3028-2016;-25.5513108775;-54.5865689593;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9223063000181.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5171873;2611605171873;26;261160;;FERNANDA MARIA DE LIRA CORREIA PSICOLOGIA;FERNANDA LIRA PSICOLOGIA;;;M;;;M ;MUNICIPAL;4;22;50940790;AV LIBERDADE;950;CURADO;8198139979;-8.0443302059;-34.9612593835;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;50364759000121.0;legalizacao@contabilizadigital.com;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
892;2611600000892;26;261160;;LABORATORIOS INTEGRADOS DE ANALISES CLINICAS LTDA;LIAC;;;M;;;M ;MUNICIPAL;4;39;50050200;RUA JOAO FERNANDES VIEIRA;675;BOA VISTA;(813231-3175;;;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;11198785000175.0;;2000.0;;;;;1.0;0.0;4.0;SIM
1465;2611600001465;26;261160;;NUCLEO ATENCAO PSICOSSOCIAL DE PERNAMBUCO LTDA;NAPPE;;;M;;;M ;MUNICIPAL;4;7;50050360;RUA CARLOS COELHO;129;BOA VISTA;(81)34237062/7820;-8.0568547;-34.8885713;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;69925667000100.0;napperecife@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2426765;2301202426765;23;230120;7387392000132.0;PREF M ARACOIABA;UNIDADE BASICA DE SAUDE DE JAGUARAO;;;M;;;M ;MUNICIPAL;4;2;62750000;RUA CENTRAL;S/N;JAGUARAO;33375517;-4.4651922089;-38.7546157837;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;felipealoi3@gmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4112229;3550304112229;35;355030;;SPECC SAO PAULO ESPECIALIDADES CLINICAS E CIRURGICAS LTDA;SPECC FILIAL;;;M;;;M ;MUNICIPAL;4;22;3317000;R SERRA DE BOTUCATU;660;VILA GOMES CARDIM;;-23.5435809;-46.5676352;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;19860887000205.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2046;2611600002046;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 168 CTA CENTRO DE TESTAGEM E ACONSELHAMENTO;;;M;;;M ;MUNICIPAL;4;36;50060220;LARGO DA SANTA CRUZ;S/N;BOA VISTA;(81) 3355-1514/1505;-8.0623739858;-34.8901748657;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;distsanitario1@recifw.pe.gov.b;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1244;2611600001244;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 175 USF DR DIOGENES CAVALCANTI;;;M;;;M ;MUNICIPAL;4;2;52091260;RUA ALTO DA BRASILEIRA;1002;NOVA DESCOBERTA;(81) 33556402;-8.0005081;-34.9322611;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1079638;5300101079638;53;530010;;ROBSON RIBEIRO ODONTOLOGIA LTDA CNPJ 48899638000132;RR ODONTOLOGIA;;;E;;;E ;ESTADUAL;4;22;72450130;Q QUADRA 13 CASA;38;SETOR LESTE GAMA;(61) 9841-3851;-15.78;-47.93;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;DRROBSONRIBEIRODENTISTA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
9206744;2913309206744;29;291330;;DAIZE CEDRAZ CARNEIRO GONSALVES;CISO CONSULTORIO ICHUENSE DE SAUDE ORAL;;;M;;;M ;MUNICIPAL;4;22;48725000;RUA JUSTINIANO SOARES MILITAO;44;CENTRO;;-11.748176391;-39.1928243637;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;daize.cedraz@hotmail.com;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
353;2602900000353;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF MALAQUIAS;;;M;;;M ;MUNICIPAL;4;2;54515610;RUA 09;25;MALAQUIAS;(81)35249261;-8.289703;-35.0303605;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1856;2611600001856;26;261160;;CENTRO DE REABILITACAO MOTORA DO RECIFE LTDA;CENTRO DE REABILITACAO MOTORA DO RECIFE;;;M;;;M ;MUNICIPAL;4;36;52041760;ESTRADA DE BELEM;217;CAMPO GRANDE;(81)32415530;;;1.0;ATENDIMENTO SOMENTE PELA MANHA;10984664000196.0;pvb1969@globo.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;SIM
1759;2611600001759;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 103 USF MAIS PROF MARIO RAMOS;;;M;;;M ;MUNICIPAL;3;2;52070150;RUA OSCAR DE BARROS;S/N;CASA AMARELA;(81) 3355-4434 /4435;-8.0226648;-34.9162214;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6300227;3101606300227;31;310160;;BEXIGA E CARVALHO FISIOTERAPIA LTDA;BEXIGA E CARVALHO FISIOTERAPIA;;;M;;;M ;MUNICIPAL;4;4;37130808;ODILON FERREIRA BARBOSA;22;JD AEROPORTO;32922330;-21.4261129;-45.9481612;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9551214000120.0;BEACARVALHO@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
5902231;2304405902231;23;230440;;CRISTIANE OLIVEIRA FISIOTERAPIA LTDA;CRIS OLIVEIRA FISIOTERAPIA;;;M;;;M ;MUNICIPAL;4;36;60170078;AVENIDA SENADOR VIRGILIO TAVORA;1500;ALDEOTA;;-3.7389687;-38.4942293;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;61299336000191.0;olicrism@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3057623;5300103057623;53;530010;;NUCLEO DE PNEUMOLOGIA E MEDICINA DO SONO DE TAGUATINGA LTDA;NUCLEO DE PNEUMOLOGIA E REAB PULM;;;E;;;E ;ESTADUAL;4;36;72115700;QNC AREA ESPECIAL 8 9 E 10 UNIDADE AUTONOMA 106 A;S/N;TAGUATINGA;61 33513771;-15.8237873732;-48.0670476613;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;4024440000130.0;jessika@extraconthabil.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3048071;5300103048071;53;530010;;ODONTOSERV SERVICOS ODONTOLOGICOS LTDA;ODONTOSERV;;;E;;;E ;ESTADUAL;4;22;70100000;C1 LOTES 112 SALA 206;;TAGUATINGA CENTRO;(61)5612231;;;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;5413529000150.0;mfl68@bsbtecnologia.com.br;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
5225213;3538705225213;35;353870;;LIA BALTIERI INOCENCIO;LIA BALTIERI INOCENCIO FONOAUDIOLOGIA DE PIRACICABA;;;M;;;M ;MUNICIPAL;4;22;13419000;RUA JOSE PINTO DE ALMEIDA;203;ALTO;(19) 99720-9059;-22.7209163778;-47.6421428644;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3079090;5300103079090;53;530010;;CLINICA GINECOLOGICA DR PAULO POLCHEIRA LTDA;PELVI UROGINECOLOGIA E CIRURGIA GINECOLOGICA;;;E;;;E ;ESTADUAL;4;36;70390145;SEPS EQ 714 914 CONJUNTO D;41;ASA SUL;61 30450088;-15.8234705583;-47.9243588448;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;3306823000138.0;CONTATOBRASILIA@PELVI.COM.BR;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4280652;2610904280652;26;261090;;CENTRO DE APOIO EM EDUCACAO E SAUDE CAES;CLINICA HOSPITALAR VITHALIS;;;M;;;M ;MUNICIPAL;4;36;55200000;SITIO CLIMERIO;470;MIMOSO;;-8.399639;-36.879459;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;33790982000464.0;;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9833986;2202009833986;22;220200;;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BURITI DOS L;CENTRO DE EDUCACAO ESPECIALIZADA KELVIN KENNEDY SOBRINH;;;M;;;M ;MUNICIPAL;4;36;64230000;RUA EURIPEDES DE AGUIAR;278;CENTRO;86 95516215;-3.1776993018;-41.8701142073;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5388734000103.0;apaeburitidoslopespi@outlook.com;3999.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
469;2931350000469;29;293135;;AMORSAUDE ESPECIALIDADES MEDICAS E ODONTOLOGICAS LTDA;AMORSAUDE;;;M;;;M ;MUNICIPAL;4;36;45992000;PRESIDENTE GETULIO VARGAS;3777;SAO LOURENCO;27 33713209;-17.5378029617;-39.7419476509;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;35369371000120.0;simone@giuriatocontabilidade.com.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
3351378;4124103351378;41;412410;;A F DE OLIVEIRA SERVICOS MEDICOS LTDA;A F DE OLIVEIRA SERVICOS MEDICOS LTDA;;;M;;;M ;MUNICIPAL;4;22;86430000;RIO BRANCO;339;CENTRO;43 35344965;-23.3004989;-50.0719654;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;46516817000118.0;atendimento@escritoriocontabiluniao.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1392;2611600001392;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 148 USF MAIS DOM MIGUEL DE LIMA VALVERDE;;;M;;;M ;MUNICIPAL;4;2;51030450;RUA FELICIANO JOSE DE FARIAS;195;BOA VIAGEM;(81)3355-0061;-8.1331352;-34.9047626;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;distsanitario6@recife.pe.gov.b;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
1473;2611600001473;26;261160;;REDE DOR SAO LUIZ S A;MAXIMAGEM DIAGNOSTICO POR IMAGEM I;;;E;;;E ;ESTADUAL;4;39;50050290;GOVERNADOR AGAMENON MAGALHAES;2291;BOA VISTA;81 30733888;-8.0591233984;-34.8967409134;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;6047087012498.0;;2046.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
655;2611600000655;26;261160;10572048000128.0;SECRETARIA DE SAUDE;HOSPITAL DA RESTAURACAO;;;E;;;E ;ESTADUAL;3;5;52010040;AV AGAMENON MAGALHAES;S/N;DERBY;(81)31815444;-8.0535038573;-34.8977762461;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);10572048000209.0;hrdiger@gmail.com;1023.0;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
1597;2611600001597;26;261160;10572048000128.0;SECRETARIA DE SAUDE;GRUPAMENTO MEDICO ASSISTENCIAL;;;E;;;E ;ESTADUAL;4;36;50010230;AVENIDA MARTINS DE BARROS;660;SANTO ANTONIO;(81)34241851;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1023.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
4374541;3550304374541;35;355030;;RAIA DROGASIL S A;RAIA 1104 SP ANALIA FRANCO E;;;M;;;M ;MUNICIPAL;4;43;3355000;RUA ACURUI;352;VILA FORMOSA;(11) 3769-5736;-23.5590808;-46.5558497;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865231714.0;mabvalerio.wale@rdsaude.com.br;2046.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
19;2602900000019;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;POLICLINICA DR JAMACI DE MEDEIROS;;;M;;;M ;MUNICIPAL;4;4;54580530;RUA 21 DE ABRIL;S/N;PONTE DOS CARVALHOS;(81)35221848;-8.23166;-34.9695991;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9190007;4207759190007;42;420775;80623606000112.0;MUNICIPIO DE IRACEMINHA;UNIDADE BASICA DE SAUDE LINHA MOROE;;;M;;;M ;MUNICIPAL;4;2;89891000;ESTRADA LINHA MOROE;S/N;INTERIOR;4931981628;-26.8184026094;-53.3111572266;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
280;2602900000280;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF CACARI;;;M;;;M ;MUNICIPAL;4;2;54505560;RUA ANTONIO DA SILVA;38;PONTE DOS CARVALHOS;(81)35222710;-8.2365933821;-34.9774326402;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6395473;3534406395473;35;353440;;MARGARETE PEROLA BYINGTON ARAUJO DE LACERDA;MARGARETE PEROLA BYINGTON ARAUJO DE LACERDA;;;M;;;M ;MUNICIPAL;4;22;6210008;AV OSWALDO COLINO;444;PRESIDENTE ALTINO;11 3681-6328;-23.53104;-46.78629;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;margaretebyington@gmail.com;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4340795;3509254340795;35;350925;;CLIMELP SERVICOS MEDICOS LTDA;CLIMELP SERVICOS MEDICOS LTDA;;;M;;;M ;MUNICIPAL;4;39;11950000;TEODORO FERREIRA MACHADO;112;CENTRO;;-24.7252964;-48.1123731;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;7333359000553.0;;2240.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
1368;2611600001368;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 158 USF PAM CEASA;;;M;;;M ;MUNICIPAL;4;2;50790900;RODOVIA BR 101SUL;11606;CURADO;(81) 33550090/0091;-8.05455;-34.881;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;CSCEASA.DSV@GMAIL.COM;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4920481;4205404920481;42;420540;;CLINICA MEDICA SAUDE POPULAR LTDA;CLINICA MEDICA SAUDE POPULAR;;;M;;;M ;MUNICIPAL;4;36;88058001;ARMANDO CALIL BULOS;5353;INGLESES DO RIO VERM;48984967887;-27.4475281;-48.4258059;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;54411724000157.0;cmsaudepopular@gmail.com;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
884;2611600000884;26;261160;;PRONTO CLINICA OFTALMOLOGICA LTDA;PCO;;;M;;;M ;MUNICIPAL;4;36;50050911;PRACA OSWALDO CRUZ;341;BOA VISTA;(81) 3423-4454;-8.0551321;-34.8915901923;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10455350000104.0;pcoftalmo@ig.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5851262;2107255851262;21;210725;1608768000105.0;PREFEITURA MUNICIPAL DE NOVA COLINAS;LABORATORIO DE ANALISES CLINICAS ZE DO ICA;;;M;;;M ;MUNICIPAL;4;39;65808000;RUA EDSON LOBAO;S/N;CENTRO;;-7.1159679305;-46.2569689751;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;;;;;0.0;0.0;;SIM
9421084;5107609421084;51;510760;;RAFAEL SANTOS LIMA;RAFAEL SANTOS LIMA;;;M;;;M ;MUNICIPAL;4;22;78705025;RUA ACYR REZENDE DE S E SILVA;1962;VILA BIRIGUI;(66) 34269298;-16.462591468;-54.642380476;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
647;2611600000647;26;261160;10565000000192.0;MUNICIPIO DO RECIFE;US 144 POLICLINICA CLEMENTINO FRAGA;;;M;;;M ;MUNICIPAL;4;4;52280510;RUA JAPARATUBA;260;VASCO DA GAMA;(81) 33556048-6049;-8.01941185;-34.919800228;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;CLEMENTINOCFRAGA@GMAIL.COM;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
345;2602900000345;26;260290;11294402000162.0;PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO;USF ALTO DO PIRES;;;M;;;M ;MUNICIPAL;4;2;54510390;1 TRAV DO CRUZEIRO;S/N;PONTE DOS CARVALHOS;(81)35222723;-8.2330347453;-34.9837008036;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7766483;4202907766483;42;420290;;CAMILA MORELLI;CAMILA MORELLI GINECOLOGIA E OBSTETRICIA;;;M;;;M ;MUNICIPAL;4;22;88350040;RUA PASTOR SANDRECKY;159;CENTRO;47-3355-3664;-27.0950828973;-48.9188575745;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;camila_morelli@yahoo.com.br;4000.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2003;2611600002003;26;261160;;CENTRO DIAGNOSTICO MULTIMAGEM LTDA;MULTIMAGEM;;;E;;;E ;ESTADUAL;4;39;50070460;RUA SENADOR JOSE HENRIQUE;141;ILHA DO LEITE;(81) 21021777;-8.06547;-34.89521;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;41043092000174.0;multimagem@multimagem-pe.com.br;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
8028907;2504008028907;25;250400;;JESSIELEN OLIVEIRA LOPES;FACIELLE ODONTOLOGIA;;;M;;;M ;MUNICIPAL;4;22;58400270;RUA IRINEU JOFFILY;503;CENTRO;83 98204-9669;-7.22193;-35.88438;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;jacielleodontologia@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
